ID,QUEUE_ID,CU,CPU_USAGE,MEM_USAGE,LAUNCHING_JOB_NUMS,RUNNING_JOB_NUMS,SUCCEED_JOB_NUMS,CANCELLED_JOB_NUMS,FAILED_JOB_NUMS,DOTTING_TIME,DISK_USAGE,QUEUE_TYPE_general,QUEUE_TYPE_spark,QUEUE_TYPE_sql
477,21487,64,38,50,0,22,27,0,0,2021-06-04 23:49:00,29,0,0,1
477,21487,64,26,52,11,47,98,0,0,2021-06-04 23:54:00,29,0,0,1
478,297,16,2,51,0,5,3,0,1,2023-02-18 11:45:00,9,0,0,1
478,297,16,10,51,0,7,1,0,0,2023-02-18 11:50:00,9,0,0,1
478,297,16,2,51,0,5,4,0,0,2023-02-18 11:55:00,9,0,0,1
478,297,16,19,52,0,8,3,0,0,2023-02-18 12:00:00,9,0,0,1
478,297,16,89,67,0,8,1,0,1,2023-02-18 12:05:00,9,0,0,1
479,21487,64,86,90,0,1,1,0,0,2021-06-18 06:40:00,29,0,0,1
479,21487,64,84,96,0,1,4,0,0,2021-06-18 06:45:00,29,0,0,1
479,21487,64,90,98,0,1,2,0,1,2021-06-18 06:50:00,29,0,0,1
479,21487,64,79,96,0,1,4,0,1,2021-06-18 06:55:00,29,0,0,1
479,21487,64,20,93,0,10,1,0,0,2021-06-18 07:00:00,29,0,0,1
480,21487,64,1,38,0,0,0,0,0,2021-09-12 16:09:00,29,0,0,1
480,21487,64,1,38,0,11,46,0,1,2021-09-12 16:14:00,29,0,0,1
480,21487,64,6,38,0,2,69,0,0,2021-09-12 16:19:00,29,0,0,1
480,21487,64,1,37,0,15,45,0,2,2021-09-12 16:24:00,29,0,0,1
480,21487,64,5,37,0,7,149,0,2,2021-09-12 16:29:00,29,0,0,1
481,297,16,5,37,0,9,0,0,0,2023-04-01 12:32:00,9,0,0,1
481,297,16,2,35,0,6,2,0,1,2023-04-01 12:37:00,9,0,0,1
481,297,16,2,36,0,8,0,0,0,2023-04-01 12:42:00,9,0,0,1
481,297,16,2,36,0,5,3,0,0,2023-04-01 12:47:00,9,0,0,1
481,297,16,1,36,0,3,5,0,0,2023-04-01 12:52:00,9,0,0,1
482,21487,64,47,55,0,44,40,0,0,2020-11-10 16:47:00,26,0,0,1
482,21487,64,16,58,0,33,49,2,0,2020-11-10 16:52:00,26,0,0,1
482,21487,64,49,50,0,30,51,0,0,2020-11-10 16:57:00,26,0,0,1
482,21487,64,67,64,0,30,36,0,12,2020-11-10 17:02:00,26,0,0,1
482,21487,64,11,75,0,40,46,1,2,2020-11-10 17:07:00,26,0,0,1
483,3,16,4,92,0,0,0,0,0,2020-09-16 08:37:00,20,0,0,1
483,3,16,3,92,0,0,0,0,0,2020-09-16 08:42:00,20,0,0,1
483,3,16,2,92,0,0,0,0,0,2020-09-16 08:47:00,20,0,0,1
483,3,16,4,92,0,0,0,0,0,2020-09-16 08:52:00,20,0,0,1
483,3,16,8,92,0,0,0,0,0,2020-09-16 08:57:00,20,0,0,1
484,4,16,4,78,0,0,0,0,0,2020-09-09 23:07:00,20,1,0,0
484,4,16,2,78,0,0,0,0,0,2020-09-09 23:12:00,20,1,0,0
484,4,16,2,78,0,0,0,0,0,2020-09-09 23:17:00,20,1,0,0
484,4,16,2,78,0,0,0,0,0,2020-09-09 23:22:00,20,1,0,0
484,4,16,4,78,0,0,0,0,0,2020-09-09 23:27:00,20,1,0,0
485,297,16,78,73,0,8,1,0,0,2022-09-21 15:14:00,9,0,0,1
485,297,16,18,72,0,3,2,0,4,2022-09-21 15:19:00,9,0,0,1
485,297,16,73,65,0,5,2,0,1,2022-09-21 15:24:00,9,0,0,1
485,297,16,3,63,0,3,2,0,2,2022-09-21 15:29:00,9,0,0,1
485,297,16,6,57,0,6,0,0,0,2022-09-21 15:34:00,9,0,0,1
486,2,16,7,53,0,0,0,0,0,2020-09-10 11:59:00,26,0,0,1
486,2,16,7,53,0,0,0,0,0,2020-09-10 12:04:00,26,0,0,1
486,2,16,7,53,0,0,0,0,0,2020-09-10 12:09:00,26,0,0,1
486,2,16,8,53,0,0,0,0,0,2020-09-10 12:14:00,26,0,0,1
486,2,16,3,53,0,0,0,0,0,2020-09-10 12:19:00,26,0,0,1
487,297,16,3,56,0,7,0,0,2,2023-10-24 01:57:00,9,0,0,1
487,297,16,25,57,0,8,3,0,0,2023-10-24 02:02:00,9,0,0,1
487,297,16,57,63,0,6,8,0,0,2023-10-24 02:07:00,9,0,0,1
487,297,16,44,55,0,8,9,0,0,2023-10-24 02:12:00,9,0,0,1
487,297,16,2,57,0,8,2,0,1,2023-10-24 02:17:00,9,0,0,1
488,297,16,2,33,0,7,2,0,0,2022-11-10 11:48:00,9,0,0,1
488,297,16,1,33,0,8,0,0,1,2022-11-10 11:53:00,9,0,0,1
488,297,16,3,33,0,5,4,0,0,2022-11-10 11:58:00,9,0,0,1
488,297,16,56,48,0,8,3,0,0,2022-11-10 12:03:00,9,0,0,1
488,297,16,81,70,0,5,4,0,0,2022-11-10 12:08:00,9,0,0,1
489,281,64,3,9,0,0,0,0,0,2020-09-02 18:57:00,29,1,0,0
489,281,64,2,9,0,0,0,0,0,2020-09-02 19:02:00,29,1,0,0
489,281,64,2,9,0,0,0,0,0,2020-09-02 19:07:00,29,1,0,0
489,281,64,2,9,0,0,0,0,0,2020-09-02 19:12:00,29,1,0,0
489,281,64,2,9,0,0,0,0,0,2020-09-02 19:17:00,29,1,0,0
490,297,16,17,67,0,7,0,0,0,2021-01-06 11:40:00,9,0,0,1
490,297,16,7,64,0,1,4,0,0,2021-01-06 11:45:00,9,0,0,1
490,297,16,2,62,0,5,3,0,0,2021-01-06 11:50:00,9,0,0,1
490,297,16,2,62,0,5,3,0,0,2021-01-06 11:55:00,9,0,0,1
490,297,16,34,69,0,3,6,0,0,2021-01-06 12:00:00,9,0,0,1
491,21487,64,17,41,9,49,42,0,0,2021-08-04 05:42:00,29,0,0,1
491,21487,64,36,46,0,24,126,0,1,2021-08-04 05:47:00,29,0,0,1
491,21487,64,25,44,0,27,57,0,1,2021-08-04 05:52:00,29,0,0,1
491,21487,64,15,41,0,35,81,0,0,2021-08-04 05:57:00,29,0,0,1
491,21487,64,27,43,0,26,50,0,0,2021-08-04 06:02:00,29,0,0,1
492,297,16,58,74,0,5,8,0,0,2023-10-23 00:17:00,9,0,0,1
492,297,16,38,65,0,7,2,0,0,2023-10-23 00:22:00,9,0,0,1
492,297,16,2,62,0,7,5,0,0,2023-10-23 00:27:00,9,0,0,1
492,297,16,2,52,0,7,0,0,1,2023-10-23 00:32:00,9,0,0,1
492,297,16,2,45,0,6,2,0,0,2023-10-23 00:37:00,9,0,0,1
493,297,16,33,43,0,9,3,0,0,2022-08-30 05:54:00,9,0,0,1
493,297,16,7,36,0,6,2,0,1,2022-08-30 05:59:00,9,0,0,1
493,297,16,73,62,0,10,0,0,0,2022-08-30 06:04:00,9,0,0,1
493,297,16,75,72,0,9,1,0,1,2022-08-30 06:09:00,9,0,0,1
493,297,16,36,71,0,4,7,0,0,2022-08-30 06:14:00,9,0,0,1
494,297,16,2,42,0,7,2,0,0,2022-07-02 07:57:00,9,0,0,1
494,297,16,27,48,0,7,3,0,1,2022-07-02 08:02:00,9,0,0,1
494,297,16,90,76,0,9,1,0,0,2022-07-02 08:07:00,9,0,0,1
494,297,16,56,78,0,6,5,0,0,2022-07-02 08:12:00,9,0,0,1
494,297,16,14,73,0,7,5,0,0,2022-07-02 08:17:00,9,0,0,1
495,85153,64,34,31,0,1,1,0,1,2021-05-03 21:08:00,20,1,0,0
495,85153,64,79,50,0,0,0,0,0,2021-05-03 21:13:00,20,1,0,0
495,85153,64,62,61,1,6,2,0,2,2021-05-03 21:18:00,20,1,0,0
495,85153,64,10,22,0,1,2,0,4,2021-05-03 21:23:00,20,1,0,0
495,85153,64,23,35,0,0,0,0,0,2021-05-03 21:28:00,20,1,0,0
496,36,16,17,92,0,0,10,0,0,2020-06-17 16:25:00,20,1,0,0
496,36,16,20,92,0,0,10,0,0,2020-06-17 16:30:00,20,1,0,0
496,36,16,26,93,0,0,10,0,0,2020-06-17 16:35:00,20,1,0,0
496,36,16,35,93,0,0,10,0,4,2020-06-17 16:40:00,20,1,0,0
496,36,16,53,94,0,0,10,0,4,2020-06-17 16:45:00,20,1,0,0
497,4,16,3,76,0,0,0,0,0,2020-08-28 16:26:00,20,1,0,0
497,4,16,2,76,0,0,0,0,0,2020-08-28 16:31:00,20,1,0,0
497,4,16,3,76,0,0,0,0,0,2020-08-28 16:36:00,20,1,0,0
497,4,16,4,76,0,0,0,0,0,2020-08-28 16:41:00,20,1,0,0
497,4,16,3,76,0,0,0,0,0,2020-08-28 16:46:00,20,1,0,0
498,21671,256,4,74,0,0,0,0,0,2020-09-04 05:01:00,9,0,0,1
498,21671,256,3,74,5,2,7,0,0,2020-09-04 05:06:00,9,0,0,1
498,21671,256,3,73,4,49,21,0,0,2020-09-04 05:11:00,9,0,0,1
498,21671,256,4,74,0,0,0,0,0,2020-09-04 05:16:00,9,0,0,1
498,21671,256,3,74,17,1,2,0,2,2020-09-04 05:21:00,9,0,0,1
499,85693,16,3,47,0,0,0,0,0,2020-08-24 10:57:00,29,1,0,0
499,85693,16,3,48,20,1,1,1,0,2020-08-24 11:02:00,29,1,0,0
499,85693,16,3,50,0,0,0,0,0,2020-08-24 11:07:00,29,1,0,0
499,85693,16,1,48,0,1,3,0,1,2020-08-24 11:12:00,29,1,0,0
499,85693,16,8,47,0,9,1,0,0,2020-08-24 11:17:00,29,1,0,0
500,85265,64,1,22,9,49,3,0,0,2020-08-19 05:42:00,29,0,0,1
500,85265,64,0,22,0,24,3,0,1,2020-08-19 05:47:00,29,0,0,1
500,85265,64,1,22,0,27,3,0,1,2020-08-19 05:52:00,29,0,0,1
500,85265,64,1,22,0,35,3,0,0,2020-08-19 05:57:00,29,0,0,1
500,85265,64,7,23,0,26,3,0,0,2020-08-19 06:02:00,29,0,0,1
501,4,16,3,74,0,0,0,0,0,2020-08-08 19:38:00,20,1,0,0
501,4,16,8,74,0,0,0,0,0,2020-08-08 19:43:00,20,1,0,0
501,4,16,8,74,0,0,0,0,0,2020-08-08 19:48:00,20,1,0,0
501,4,16,11,74,0,0,0,0,0,2020-08-08 19:53:00,20,1,0,0
501,4,16,3,74,0,0,0,0,0,2020-08-08 19:58:00,20,1,0,0
502,85153,64,33,96,0,1,1,0,3,2021-08-24 12:36:00,20,1,0,0
502,85153,64,45,37,0,0,0,0,0,2021-08-24 12:41:00,20,1,0,0
502,85153,64,64,51,0,0,0,0,0,2021-08-24 12:46:00,20,1,0,0
502,85153,64,90,77,0,0,0,0,0,2021-08-24 12:51:00,20,1,0,0
502,85153,64,67,96,0,0,0,0,0,2021-08-24 12:56:00,20,1,0,0
503,281,64,2,9,0,0,0,0,0,2020-09-03 18:20:00,29,1,0,0
503,281,64,3,9,0,0,0,0,0,2020-09-03 18:25:00,29,1,0,0
503,281,64,2,9,0,0,0,0,0,2020-09-03 18:30:00,29,1,0,0
503,281,64,2,9,0,0,0,0,0,2020-09-03 18:35:00,29,1,0,0
503,281,64,2,9,0,0,0,0,0,2020-09-03 18:40:00,29,1,0,0
504,293,960,0,2,0,0,0,0,0,2020-09-07 16:15:00,26,0,0,1
504,293,960,0,2,0,0,0,0,0,2020-09-07 16:20:00,26,0,0,1
504,293,960,0,2,0,0,0,0,0,2020-09-07 16:25:00,26,0,0,1
504,293,960,0,2,0,0,0,0,0,2020-09-07 16:30:00,26,0,0,1
504,293,960,53,61,0,2,2,0,0,2020-09-07 16:35:00,26,0,0,1
505,297,16,58,63,0,6,3,0,1,2023-08-31 18:06:00,9,0,0,1
505,297,16,23,73,0,6,2,0,1,2023-08-31 18:11:00,9,0,0,1
505,297,16,2,70,0,5,0,0,2,2023-08-31 18:16:00,9,0,0,1
505,297,16,42,63,0,8,1,0,0,2023-08-31 18:21:00,9,0,0,1
505,297,16,2,66,0,3,2,0,2,2023-08-31 18:26:00,9,0,0,1
506,26,1024,0,11,0,0,0,0,0,2020-07-23 20:45:00,20,0,0,1
506,26,1024,0,11,0,0,0,0,0,2020-07-23 20:50:00,20,0,0,1
506,26,1024,0,11,0,0,0,0,0,2020-07-23 20:55:00,20,0,0,1
506,26,1024,0,11,0,0,0,0,0,2020-07-23 21:00:00,20,0,0,1
506,26,1024,1,11,0,0,0,0,0,2020-07-23 21:05:00,20,0,0,1
507,81221,16,2,39,3,1,15,0,0,2020-08-06 13:18:00,19,1,0,0
507,81221,16,2,39,3,2,10,0,0,2020-08-06 13:23:00,19,1,0,0
507,81221,16,5,39,3,2,1,0,0,2020-08-06 13:28:00,19,1,0,0
507,81221,16,3,39,3,2,4,0,0,2020-08-06 13:33:00,19,1,0,0
507,81221,16,2,39,3,2,4,0,0,2020-08-06 13:38:00,19,1,0,0
508,297,16,2,48,0,4,3,0,0,2021-04-13 05:37:00,9,0,0,1
508,297,16,10,50,0,4,3,0,0,2021-04-13 05:42:00,9,0,0,1
508,297,16,2,42,0,8,1,0,0,2021-04-13 05:47:00,9,0,0,1
508,297,16,3,41,0,9,0,0,0,2021-04-13 05:52:00,9,0,0,1
508,297,16,6,41,0,6,1,0,2,2021-04-13 05:57:00,9,0,0,1
509,2,16,6,55,0,0,0,0,0,2020-09-07 17:57:00,26,0,0,1
509,2,16,3,55,0,0,0,0,0,2020-09-07 18:02:00,26,0,0,1
509,2,16,3,55,0,0,0,0,0,2020-09-07 18:07:00,26,0,0,1
509,2,16,2,55,0,0,0,0,0,2020-09-07 18:12:00,26,0,0,1
509,2,16,4,55,0,0,0,0,0,2020-09-07 18:17:00,26,0,0,1
510,21487,64,16,29,0,2,2,0,0,2020-07-26 13:41:00,20,0,0,1
510,21487,64,9,48,0,3,4,0,0,2020-07-26 13:46:00,20,0,0,1
510,21487,64,5,48,0,5,3,0,0,2020-07-26 13:51:00,20,0,0,1
510,21487,64,3,45,0,1,8,0,0,2020-07-26 13:56:00,20,0,0,1
510,21487,64,18,47,0,2,11,0,0,2020-07-26 14:01:00,20,0,0,1
511,297,16,2,40,131,38,18,0,5,2021-01-31 16:01:00,9,0,0,1
511,297,16,2,51,38,41,71,0,1,2021-01-31 16:06:00,9,0,0,1
511,297,16,8,55,0,24,54,0,3,2021-01-31 16:11:00,9,0,0,1
511,297,16,2,56,4,14,6,0,0,2021-01-31 16:16:00,9,0,0,1
511,297,16,2,56,6,14,0,0,0,2021-01-31 16:21:00,9,0,0,1
512,3,16,2,93,0,0,0,0,0,2020-08-12 20:01:00,20,0,0,1
512,3,16,2,93,0,0,0,0,0,2020-08-12 20:06:00,20,0,0,1
512,3,16,2,93,0,0,0,0,0,2020-08-12 20:11:00,20,0,0,1
512,3,16,4,93,0,0,0,0,0,2020-08-12 20:16:00,20,0,0,1
512,3,16,3,93,0,0,0,0,0,2020-08-12 20:21:00,20,0,0,1
513,297,16,7,51,0,4,2,0,0,2023-06-11 15:44:00,9,0,0,1
513,297,16,2,53,0,6,0,0,0,2023-06-11 15:49:00,9,0,0,1
513,297,16,1,49,0,3,2,0,1,2023-06-11 15:54:00,9,0,0,1
513,297,16,7,46,0,14,262,0,32,2023-06-11 15:59:00,9,0,0,1
513,297,16,83,65,0,9,1,0,1,2023-06-11 16:04:00,9,0,0,1
514,297,16,28,61,0,5,5,0,0,2022-01-29 16:32:00,9,0,0,1
514,297,16,2,61,0,6,2,0,0,2022-01-29 16:37:00,9,0,0,1
514,297,16,2,57,0,4,3,0,0,2022-01-29 16:42:00,9,0,0,1
514,297,16,1,49,0,4,3,0,0,2022-01-29 16:47:00,9,0,0,1
514,297,16,2,45,0,6,1,0,0,2022-01-29 16:52:00,9,0,0,1
515,21487,64,4,49,0,1,1,0,0,2020-09-24 03:32:00,20,0,0,1
515,21487,64,3,49,0,0,0,0,0,2020-09-24 03:37:00,20,0,0,1
515,21487,64,4,49,0,3,1,0,0,2020-09-24 03:42:00,20,0,0,1
515,21487,64,3,49,0,0,0,0,0,2020-09-24 03:47:00,20,0,0,1
515,21487,64,3,49,0,3,1,0,0,2020-09-24 03:52:00,20,0,0,1
516,21487,64,2,43,0,36,71,0,0,2021-04-29 23:05:00,29,0,0,1
516,21487,64,11,39,0,28,75,0,0,2021-04-29 23:10:00,29,0,0,1
516,21487,64,18,39,0,13,92,0,0,2021-04-29 23:15:00,29,0,0,1
516,21487,64,12,40,0,6,90,0,0,2021-04-29 23:20:00,29,0,0,1
516,21487,64,17,40,0,21,68,0,0,2021-04-29 23:25:00,29,0,0,1
517,36,16,35,93,0,0,10,0,0,2020-06-17 20:45:00,20,1,0,0
517,36,16,26,92,0,0,10,0,0,2020-06-17 20:50:00,20,1,0,0
517,36,16,40,93,0,0,10,0,0,2020-06-17 20:55:00,20,1,0,0
517,36,16,31,93,0,0,10,0,0,2020-06-17 21:00:00,20,1,0,0
517,36,16,20,92,0,0,10,0,0,2020-06-17 21:05:00,20,1,0,0
518,85153,64,71,39,0,0,0,0,0,2021-04-18 20:50:00,20,1,0,0
518,85153,64,72,38,0,1,1,0,7,2021-04-18 20:55:00,20,1,0,0
518,85153,64,66,39,0,1,1,0,8,2021-04-18 21:00:00,20,1,0,0
518,85153,64,12,20,0,0,0,0,0,2021-04-18 21:05:00,20,1,0,0
518,85153,64,7,28,0,1,3,0,6,2021-04-18 21:10:00,20,1,0,0
519,2,16,2,65,0,0,0,0,0,2020-09-17 19:36:00,26,0,0,1
519,2,16,2,65,0,0,0,0,0,2020-09-17 19:41:00,26,0,0,1
519,2,16,3,65,0,0,0,0,0,2020-09-17 19:46:00,26,0,0,1
519,2,16,3,65,0,0,0,0,0,2020-09-17 19:51:00,26,0,0,1
519,2,16,2,65,0,0,0,0,0,2020-09-17 19:56:00,26,0,0,1
520,85153,64,25,34,0,0,0,0,0,2021-03-16 01:06:00,20,1,0,0
520,85153,64,80,60,0,0,0,0,0,2021-03-16 01:11:00,20,1,0,0
520,85153,64,64,76,0,0,0,0,0,2021-03-16 01:16:00,20,1,0,0
520,85153,64,86,87,0,0,0,0,0,2021-03-16 01:21:00,20,1,0,0
520,85153,64,99,96,0,0,0,0,0,2021-03-16 01:26:00,20,1,0,0
521,4,16,3,76,0,0,0,0,0,2020-08-30 14:59:00,20,1,0,0
521,4,16,10,76,0,0,0,0,0,2020-08-30 15:04:00,20,1,0,0
521,4,16,8,76,0,0,0,0,0,2020-08-30 15:09:00,20,1,0,0
521,4,16,6,76,0,0,0,0,0,2020-08-30 15:14:00,20,1,0,0
521,4,16,3,76,0,0,0,0,0,2020-08-30 15:19:00,20,1,0,0
522,297,16,3,51,0,2,4,0,0,2020-08-28 09:55:00,8,0,0,1
522,297,16,2,51,0,7,0,0,1,2020-08-28 10:00:00,8,0,0,1
522,297,16,70,74,0,7,3,0,0,2020-08-28 10:05:00,8,0,0,1
522,297,16,83,84,0,11,0,0,0,2020-08-28 10:10:00,8,0,0,1
522,297,16,66,83,0,7,5,0,0,2020-08-28 10:15:00,8,0,0,1
523,297,16,1,58,0,2,12,0,0,2023-01-03 07:33:00,9,0,0,1
523,297,16,15,52,0,7,2,0,0,2023-01-03 07:38:00,9,0,0,1
523,297,16,1,48,0,8,1,0,0,2023-01-03 07:43:00,9,0,0,1
523,297,16,2,42,0,8,0,0,0,2023-01-03 07:48:00,9,0,0,1
523,297,16,1,42,0,5,2,0,2,2023-01-03 07:53:00,9,0,0,1
524,2,16,2,52,0,0,0,0,0,2020-09-05 10:43:00,26,0,0,1
524,2,16,5,52,0,0,0,0,0,2020-09-05 10:48:00,26,0,0,1
524,2,16,2,52,0,0,0,0,0,2020-09-05 10:53:00,26,0,0,1
524,2,16,2,52,0,0,0,0,0,2020-09-05 10:58:00,26,0,0,1
524,2,16,6,52,0,0,0,0,0,2020-09-05 11:03:00,26,0,0,1
525,297,16,10,35,0,3,1,0,3,2023-06-12 16:43:00,9,0,0,1
525,297,16,5,36,0,7,0,0,0,2023-06-12 16:48:00,9,0,0,1
525,297,16,1,35,0,6,0,0,0,2023-06-12 16:53:00,9,0,0,1
525,297,16,2,35,0,4,2,0,1,2023-06-12 16:58:00,9,0,0,1
525,297,16,70,59,0,6,1,0,1,2023-06-12 17:03:00,9,0,0,1
526,287,16,40,74,0,1,1,0,0,2020-08-24 18:42:00,29,0,0,1
526,287,16,63,68,0,1,0,0,0,2020-08-24 18:47:00,29,0,0,1
526,287,16,54,73,0,1,1,0,0,2020-08-24 18:52:00,29,0,0,1
526,287,16,48,75,0,1,0,0,0,2020-08-24 18:57:00,29,0,0,1
526,287,16,69,74,0,1,0,0,0,2020-08-24 19:02:00,29,0,0,1
527,297,16,6,70,0,7,6,0,1,2023-07-16 11:30:00,9,0,0,1
527,297,16,9,66,0,5,5,0,0,2023-07-16 11:35:00,9,0,0,1
527,297,16,11,63,0,5,1,0,1,2023-07-16 11:40:00,9,0,0,1
527,297,16,5,61,0,4,1,0,2,2023-07-16 11:45:00,9,0,0,1
527,297,16,1,54,0,5,0,0,1,2023-07-16 11:50:00,9,0,0,1
528,297,16,1,48,0,6,1,0,0,2021-05-11 09:49:00,8,0,0,1
528,297,16,5,48,0,0,8,0,0,2021-05-11 09:54:00,8,0,0,1
528,297,16,2,48,0,7,1,0,0,2021-05-11 09:59:00,8,0,0,1
528,297,16,78,76,0,4,4,0,0,2021-05-11 10:04:00,8,0,0,1
528,297,16,77,85,0,3,6,0,0,2021-05-11 10:09:00,8,0,0,1
529,4,16,2,75,0,0,0,0,0,2020-08-24 00:08:00,20,1,0,0
529,4,16,3,76,0,0,0,0,0,2020-08-24 00:13:00,20,1,0,0
529,4,16,2,76,0,0,0,0,0,2020-08-24 00:18:00,20,1,0,0
529,4,16,3,76,0,0,0,0,0,2020-08-24 00:23:00,20,1,0,0
529,4,16,2,76,0,0,0,0,0,2020-08-24 00:28:00,20,1,0,0
530,85153,64,9,19,200,1,1,0,5,2021-07-07 16:41:00,20,1,0,0
530,85153,64,3,16,200,1,1,0,4,2021-07-07 16:46:00,20,1,0,0
530,85153,64,3,18,200,1,1,0,6,2021-07-07 16:51:00,20,1,0,0
530,85153,64,11,18,200,1,2,0,6,2021-07-07 16:56:00,20,1,0,0
530,85153,64,2,17,198,1,1,0,9,2021-07-07 17:01:00,20,1,0,0
531,297,16,43,72,0,2,7,0,0,2023-03-27 07:29:00,9,0,0,1
531,297,16,1,61,0,7,2,0,0,2023-03-27 07:34:00,9,0,0,1
531,297,16,20,51,0,6,3,0,0,2023-03-27 07:39:00,9,0,0,1
531,297,16,8,35,0,7,2,0,1,2023-03-27 07:44:00,9,0,0,1
531,297,16,2,35,0,8,0,0,1,2023-03-27 07:49:00,9,0,0,1
532,297,16,67,61,0,6,3,0,2,2023-05-05 17:09:00,9,0,0,1
532,297,16,3,57,0,7,1,0,1,2023-05-05 17:14:00,9,0,0,1
532,297,16,32,53,0,5,2,0,3,2023-05-05 17:19:00,9,0,0,1
532,297,16,9,53,0,7,0,0,1,2023-05-05 17:24:00,9,0,0,1
532,297,16,2,50,0,6,0,0,0,2023-05-05 17:29:00,9,0,0,1
533,3,16,3,94,0,0,0,0,0,2020-09-02 14:47:00,20,0,0,1
533,3,16,2,94,0,0,0,0,0,2020-09-02 14:52:00,20,0,0,1
533,3,16,3,94,0,0,0,0,0,2020-09-02 14:57:00,20,0,0,1
533,3,16,5,94,0,0,0,0,0,2020-09-02 15:02:00,20,0,0,1
533,3,16,9,94,0,0,0,0,0,2020-09-02 15:07:00,20,0,0,1
534,4,16,4,78,0,0,0,0,0,2020-09-11 08:54:00,20,1,0,0
534,4,16,4,78,0,0,0,0,0,2020-09-11 08:59:00,20,1,0,0
534,4,16,3,78,0,0,0,0,0,2020-09-11 09:04:00,20,1,0,0
534,4,16,4,78,0,0,0,0,0,2020-09-11 09:09:00,20,1,0,0
534,4,16,3,78,0,0,0,0,0,2020-09-11 09:14:00,20,1,0,0
535,297,16,4,33,0,9,0,0,0,2022-04-27 02:55:00,9,0,0,1
535,297,16,2,33,0,8,5,0,0,2022-04-27 03:00:00,9,0,0,1
535,297,16,83,64,0,7,4,0,0,2022-04-27 03:05:00,9,0,0,1
535,297,16,38,72,0,8,2,0,0,2022-04-27 03:10:00,9,0,0,1
535,297,16,60,60,0,8,2,0,0,2022-04-27 03:15:00,9,0,0,1
536,297,16,71,71,0,8,4,0,0,2022-01-24 11:21:00,9,0,0,1
536,297,16,90,62,0,7,3,0,0,2022-01-24 11:26:00,9,0,0,1
536,297,16,2,62,0,4,5,0,0,2022-01-24 11:31:00,9,0,0,1
536,297,16,3,62,0,8,1,0,0,2022-01-24 11:36:00,9,0,0,1
536,297,16,1,56,0,4,5,0,0,2022-01-24 11:41:00,9,0,0,1
537,21487,64,66,89,0,34,81,0,0,2021-03-14 07:54:00,29,0,0,1
537,21487,64,62,88,0,31,70,0,1,2021-03-14 07:59:00,29,0,0,1
537,21487,64,72,92,0,22,65,0,0,2021-03-14 08:04:00,29,0,0,1
537,21487,64,66,86,0,38,55,0,0,2021-03-14 08:09:00,29,0,0,1
537,21487,64,61,93,0,16,85,0,0,2021-03-14 08:14:00,29,0,0,1
538,2,16,1,52,0,0,0,0,0,2020-09-07 22:27:00,26,0,0,1
538,2,16,2,52,0,0,0,0,0,2020-09-07 22:32:00,26,0,0,1
538,2,16,4,52,0,0,0,0,0,2020-09-07 22:37:00,26,0,0,1
538,2,16,3,52,0,0,0,0,0,2020-09-07 22:42:00,26,0,0,1
538,2,16,2,52,0,0,0,0,0,2020-09-07 22:47:00,26,0,0,1
539,27,512,35,50,0,2,0,0,0,2020-07-19 17:08:00,20,0,0,1
539,27,512,10,59,0,2,0,0,0,2020-07-19 17:13:00,20,0,0,1
539,27,512,0,59,0,2,0,0,0,2020-07-19 17:18:00,20,0,0,1
539,27,512,0,59,0,1,1,0,0,2020-07-19 17:23:00,20,0,0,1
539,27,512,0,59,0,1,0,0,0,2020-07-19 17:28:00,20,0,0,1
540,21487,64,0,67,0,0,0,0,0,2021-02-25 04:24:00,29,0,0,1
540,21487,64,1,67,0,0,0,0,0,2021-02-25 04:29:00,29,0,0,1
540,21487,64,10,66,0,5,42,0,0,2021-02-25 04:34:00,29,0,0,1
540,21487,64,61,70,0,36,75,0,0,2021-02-25 04:39:00,29,0,0,1
540,21487,64,77,77,0,35,83,0,0,2021-02-25 04:44:00,29,0,0,1
541,297,16,10,71,0,5,4,0,0,2023-03-20 00:20:00,9,0,0,1
541,297,16,36,62,0,5,2,0,1,2023-03-20 00:25:00,9,0,0,1
541,297,16,12,60,0,8,1,0,0,2023-03-20 00:30:00,9,0,0,1
541,297,16,3,52,0,7,0,0,0,2023-03-20 00:35:00,9,0,0,1
541,297,16,2,44,0,5,1,0,2,2023-03-20 00:40:00,9,0,0,1
542,297,16,52,73,0,4,4,0,2,2023-05-07 23:15:00,9,0,0,1
542,297,16,2,69,0,7,3,0,0,2023-05-07 23:20:00,9,0,0,1
542,297,16,30,70,0,7,1,0,1,2023-05-07 23:25:00,9,0,0,1
542,297,16,1,70,0,8,1,0,0,2023-05-07 23:30:00,9,0,0,1
542,297,16,3,62,0,7,1,0,0,2023-05-07 23:35:00,9,0,0,1
543,21487,64,6,45,0,0,0,0,0,2020-10-19 15:58:00,20,0,0,1
543,21487,64,3,45,0,0,0,0,0,2020-10-19 16:03:00,20,0,0,1
543,21487,64,26,48,0,25,86,0,0,2020-10-19 16:08:00,20,0,0,1
543,21487,64,52,56,0,43,103,0,0,2020-10-19 16:13:00,20,0,0,1
543,21487,64,12,57,0,18,139,0,0,2020-10-19 16:18:00,20,0,0,1
544,4,16,3,76,0,0,0,0,0,2020-08-28 06:12:00,20,1,0,0
544,4,16,3,76,0,0,0,0,0,2020-08-28 06:17:00,20,1,0,0
